,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
16531,836261149817645668,https://www.airbnb.com/rooms/836261149817645668,20241129051305,2024-11-29,city scrape,Ph in Chacarita,"Unique and quiet lodging. Artist's house with spacious rooms. One bedroom, a living room with work table and a beautiful integrated kitchen. Small garden and terrace with grill to enjoy the sun. A few blocks from the gastronomic pole of Chacarita, and 3 blocks from the subway. 100 meters from Los Andes Park, surrounded by trendy restaurants and bars, design stores and cultural spaces. It is a very quiet PH, entrance through a hallway, with only one neighboring house at the back.","A quiet neighborhood, of low houses, with parks and an antique fair on the weekends. A few blocks from Chacarita's gastronomic district. Close to subway and many bus lines.",https://a0.muscache.com/pictures/miso/Hosting-836261149817645668/original/f3f1d609-ecdd-45be-bf78-ece41f19100e.jpeg,503087816,https://www.airbnb.com/users/show/503087816,AndrÃ©s,2023-02-27,"Buenos Aires, Argentina",,within a day,1.0,0.21,f,https://a0.muscache.com/im/pictures/user/User-503087816/original/483d7109-5375-4067-b81d-8fd197a2a473.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-503087816/original/483d7109-5375-4067-b81d-8fd197a2a473.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Buenos Aires, Argentina",Chacarita,,-34.5927048,-58.4520793,Entire home,Entire home/apt,2,2.0,2 baths,1.0,1.0,"[""Bed linens"", ""Clothing storage: wardrobe"", ""Wifi"", ""Freezer"", ""Essentials"", ""Sound system with aux"", ""Barbecue utensils"", ""Hammock"", ""Cooking basics"", ""Baking sheet"", ""First aid kit"", ""Kitchen"", ""Laundromat nearby"", ""Free street parking"", ""Mosquito net"", ""Host greets you"", ""Hangers"", ""Central heating"", ""Air conditioning"", ""Extra pillows and blankets"", ""Washer"", ""Refrigerator"", ""Private backyard"", ""Outdoor shower"", ""Books and reading material"", ""Oven"", ""Bidet"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Long term stays allowed"", ""Dedicated workspace"", ""TV"", ""Hot water"", ""Portable heater"", ""Gas stove"", ""Board games"", ""Wine glasses"", ""Hot water kettle"", ""Portable fans"", ""Babysitter recommendations"", ""Room-darkening shades"", ""Private patio or balcony"", ""Dining table"", ""Coffee maker"", ""BBQ grill"", ""Toaster""]",54513.0,3,1125,3,3,1125,1125,3.0,1125.0,,t,17,47,77,352,2024-11-29,4,1,0,2023-07-19,2024-03-08,5.0,5.0,5.0,5.0,5.0,4.75,5.0,,f,1,1,0,0,0.24
16570,837739007921251987,https://www.airbnb.com/rooms/837739007921251987,20241129051305,2024-11-30,previous scrape,Modern Apartment in Almagro,"The apartment has all the necessary items to spend a fantastic stay in Buenos Aires. The kitchen is super equipped <br />It is 300 meters from metro A, Loria and 400 meters from metro B, Carlos Gardel.<br />It's against it and very quiet and bright. <br />The area is ideal for managing the city. <br />The building is a category and has a pool, two sum and grill.<br />Suitable for up to 3 people It has a double bed and an armchair bed.",,https://a0.muscache.com/pictures/miso/Hosting-837739007921251987/original/9d8a51aa-64e9-4a90-b389-e3935f4c2e92.jpeg,147538116,https://www.airbnb.com/users/show/147538116,Julian,2017-08-24,"Buenos Aires, Argentina","Joven de la nÃ¡utica, el mate, el tango y eterno enamorado de Buenos Aires. ",within a day,0.7,0.5,f,https://a0.muscache.com/im/pictures/user/User-147538116/original/e8a36b42-e13a-4dde-ac7a-9ae731177b3b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-147538116/original/e8a36b42-e13a-4dde-ac7a-9ae731177b3b.jpeg?aki_policy=profile_x_medium,Balvanera,4,4,"['email', 'phone']",t,t,,Almagro,,-34.6064077669265,-58.4160524984722,Entire rental unit,Entire home/apt,3,,1 bath,1.0,,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Arcade games"", ""Dryer"", ""Pets allowed"", ""Outdoor dining area"", ""Coffee"", ""Clothing storage: closet"", ""Mini fridge"", ""Cooking basics"", ""Baking sheet"", ""Kitchen"", ""Elevator"", ""Shared pool"", ""Microwave"", ""Air conditioning"", ""Washer"", ""Refrigerator"", ""Elvive conditioner"", ""Bidet"", ""Oven"", ""Dishes and silverware"", ""Dedicated workspace"", ""TV"", ""Hot water"", ""Iron"", ""Portable heater"", ""Gas stove"", ""Hot water kettle"", ""Bathtub"", ""Paid parking lot off premises"", ""Room-darkening shades"", ""Private patio or balcony"", ""Dove body soap"", ""Dining table"", ""Coffee maker"", ""BBQ grill"", ""Cleaning products""]",,4,365,4,4,365,365,4.0,365.0,,t,0,0,0,0,2024-11-30,4,3,0,2023-09-08,2024-01-13,4.75,5.0,4.75,5.0,5.0,4.75,4.75,,f,3,3,0,0,0.27
16587,838271390989714302,https://www.airbnb.com/rooms/838271390989714302,20241129051305,2024-11-29,city scrape,Departamento amplio y luminoso,"Full apartment, great location.  (140 square meters of its own)<br />Large master bedroom for two people with their own bathroom. <br />Second bedroom with two beds. <br />Third bedroom home office full desk. Spacious flat. <br />Kitchen with laundry. Independent daily dining room. Spacious balcony with excellent view. Two full bathrooms and a toilet <br />Large living room, lots of light. <br />Two elevators, private palier and service entrance.<br />Hot/cold air in most environments.","Located in Villa Crespo, a few minutes from Microcentro. <br />200 meters from shopping area, banks, various means of transport. <br />Park view and near schools and hospitals.",https://a0.muscache.com/pictures/6dcb5ca7-c57a-47a2-bde2-a8a25df2c531.jpg,503518450,https://www.airbnb.com/users/show/503518450,Romina,2023-03-02,,,within a day,1.0,0.94,t,https://a0.muscache.com/im/pictures/user/f9eac4e6-37a9-470c-8727-89b6a7421886.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f9eac4e6-37a9-470c-8727-89b6a7421886.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Buenos Aires, Argentina",Caballito,,-34.6041,-58.43392,Entire rental unit,Entire home/apt,6,2.5,2.5 baths,3.0,5.0,"[""Wifi"", ""Essentials"", ""Coffee maker: pour-over coffee"", ""Hair dryer"", ""Clothing storage: closet"", ""Cooking basics"", ""Kitchen"", ""Hangers"", ""Washer"", ""Refrigerator"", ""Ceiling fan"", ""Bidet"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""AC - split type ductless system"", ""Portable heater"", ""Hot water kettle"", ""Bathtub"", ""Room-darkening shades"", ""Private patio or balcony""]",44418.0,2,360,2,2,360,360,2.0,360.0,,t,4,28,58,333,2024-11-29,15,9,1,2023-05-28,2024-11-02,4.8,5.0,4.73,5.0,4.93,4.93,4.73,,f,1,1,0,0,0.82
16601,838472328004332633,https://www.airbnb.com/rooms/838472328004332633,20241129051305,2024-11-30,city scrape,Recoleta Terrace,"This special place is in ""Walking distance"" pickup from 5-star hotels and best restaurants, theatres and attractions.<br />The building has Amenities:pool on the 20th floor with an excellent view, gym and multipurpose room for work meetings with prior booking.",It is the most sought-after neighborhood in Buenos Aires since there are the best 5-star hotels and very good restaurants and shows. 2 Cuadras de Avenida Alvear the most elegant and Parisian Avenue.,https://a0.muscache.com/pictures/airflow/Hosting-838472328004332633/original/654cc997-607c-4a38-9010-32a734d2eb30.jpg,169952475,https://www.airbnb.com/users/show/169952475,Flavia,2018-01-25,"Buenos Aires, Argentina",,within a day,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/cf8cd90a-5de4-43f8-8b33-6c5f17d6ac8d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cf8cd90a-5de4-43f8-8b33-6c5f17d6ac8d.jpg?aki_policy=profile_x_medium,Barrio Norte,1,2,"['email', 'phone']",t,t,"Buenos Aires, Argentina",Retiro,,-34.5888912,-58.3829913999999,Entire condo,Entire home/apt,4,2.0,2 baths,2.0,3.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Keypad"", ""Self check-in"", ""Exercise equipment"", ""Outdoor dining area"", ""Coffee"", ""Paid parking on premises"", ""Pantene conditioner"", ""Outdoor furniture"", ""Hair dryer"", ""Clothing storage: closet"", ""Cooking basics"", ""Baking sheet"", ""Kitchen"", ""Shared pool"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Washer"", ""Refrigerator"", ""Heating - split type ductless system"", ""Paid dryer \u2013 In building"", ""Bidet"", ""Dishes and silverware"", ""Pantene shampoo"", ""Dedicated workspace"", ""TV"", ""Electrolux oven"", ""Hot water"", ""Iron"", ""Gas stove"", ""Hot water kettle"", ""Shared sauna"", ""Coffee maker: drip coffee maker"", ""Room-darkening shades"", ""Private patio or balcony"", ""Dove body soap"", ""Private backyard \u2013 Fully fenced"", ""Dining table"", ""Cleaning products"", ""Shared gym in building"", ""Toaster""]",121139.0,3,365,3,3,1125,1125,3.0,1125.0,,t,9,36,61,330,2024-11-30,3,3,0,2024-03-18,2024-07-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,0.35
16619,839066451645691534,https://www.airbnb.com/rooms/839066451645691534,20241129051305,2024-11-29,city scrape,Gorgeous Apartment near Palermo,"Incredible apartment brand new new new new. Near Palermo, close to all means of transportation, 200 meters from the subway.<br />Very comfortable spacious and complete apartment for you to enjoy your stay in Buenos Aires",,https://a0.muscache.com/pictures/miso/Hosting-839066451645691534/original/bfa0f0f4-c625-4d8d-b9b2-3d1ebb0896df.jpeg,54137991,https://www.airbnb.com/users/show/54137991,Mario,2016-01-10,,"Mi nombre es Lisandro Joven Argentino, al cual de gusta viajar, conocer el mundo, relacionarme con gente de todas partes.",within a day,0.53,0.56,f,https://a0.muscache.com/im/pictures/user/bf42776e-eabc-43b8-b70d-387129b308c8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bf42776e-eabc-43b8-b70d-387129b308c8.jpg?aki_policy=profile_x_medium,Palermo Hollywood,12,14,"['email', 'phone']",t,t,,Villa Urquiza,,-34.5770175548497,-58.488734090566,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""TV"", ""Air conditioning"", ""Kitchen"", ""Washer""]",70664.0,1,365,1,1,365,365,1.0,365.0,,t,27,57,87,362,2024-11-29,0,0,0,,,,,,,,,,,f,12,12,0,0,
16622,839158613988001182,https://www.airbnb.com/rooms/839158613988001182,20241129051305,2024-11-30,city scrape,Lindo dpto full amenities 4 pax max,"Relax in this very quiet and elegant place, fully equipped apartment, beautiful balcony, building with all amenities, 24-hour security, and excellent location in Palermo. Great for discerning.",,https://a0.muscache.com/pictures/miso/Hosting-839158613988001182/original/fa84a450-c027-455e-a8fd-44b316a747f5.jpeg,488482650,https://www.airbnb.com/users/show/488482650,Edgardo,2022-11-20,,,within a day,1.0,0.67,f,https://a0.muscache.com/im/pictures/user/15e5b208-50bd-48d3-8bb5-92b55caa7423.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/15e5b208-50bd-48d3-8bb5-92b55caa7423.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,,Palermo,,-34.59469,-58.42638,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,4.0,"[""Bed linens"", ""Wifi"", ""Essentials"", ""Self check-in"", ""Exercise equipment"", ""Outdoor dining area"", ""Pool view"", ""Fire extinguisher"", ""Outdoor furniture"", ""Hair dryer"", ""Courtyard view"", ""Free street parking"", ""Smoking allowed"", ""Cooking basics"", ""Kitchen"", ""High chair"", ""Paid washer \u2013 In building"", ""Smoke alarm"", ""Hangers"", ""Microwave"", ""Shared backyard \u2013 Fully fenced"", ""Extra pillows and blankets"", ""Refrigerator"", ""Patio or balcony"", ""Outdoor shower"", ""City skyline view"", ""Paid dryer \u2013 In building"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Heating"", ""HDTV with HBO Max, Apple TV, DVD player, Disney+, premium cable, Netflix, Amazon Prime Video"", ""Dedicated workspace"", ""Hot water"", ""Iron"", ""AC - split type ductless system"", ""Shared outdoor pool - available all year, open specific hours, heated"", ""Hot water kettle"", ""Fire pit"", ""Carbon monoxide alarm"", ""Bathtub"", ""Paid parking lot off premises"", ""Room-darkening shades"", ""Coffee maker"", ""BBQ grill"", ""Keypad"", ""Shared gym in building""]",47517.0,1,1125,1,1,1125,1125,1.0,1125.0,,t,4,4,29,119,2024-11-30,1,0,0,2023-03-19,2023-03-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.05
16626,839252311358751091,https://www.airbnb.com/rooms/839252311358751091,20241129051305,2024-12-01,city scrape,Recoleta 2 ambientes   corazÃ³n de Buenos Aires,"beautiful and spacious 2 environments two square from the station of SUB D , line that runs through the nicest neighborhoods of the city.<br />Located a 10-minute walk from the iconic RECOLETA CEMETERY, <br />the MUSEO NACIONAL DE BELLAS DE BELLAS ARTES, the RECOLETA CULTURAL center, and RECOLETA URBAN MALL among other places.<br />The area has a wide range of bars, restaurants, and markets that will make you enjoy your stay at the maximum.<br />300mb fiber optic INTERNET.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6ODM5MjUyMzExMzU4NzUxMDkx/original/d4d4098e-b564-44f3-8115-b6c6a3503cf5.jpeg,368743409,https://www.airbnb.com/users/show/368743409,Anabel,2020-09-22,,,within a day,1.0,0.71,f,https://a0.muscache.com/im/pictures/user/34b62896-9bd2-474e-906f-3a7f9932fd09.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/34b62896-9bd2-474e-906f-3a7f9932fd09.jpg?aki_policy=profile_x_medium,Barrio Norte,1,1,['phone'],t,t,,Recoleta,,-34.5933316,-58.3995069,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""TV"", ""Air conditioning"", ""Washer"", ""Heating - split type ductless system""]",37493.0,2,365,2,2,365,365,2.0,365.0,,t,30,60,90,179,2024-12-01,5,4,0,2023-05-31,2024-06-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.27
16650,840050148834944722,https://www.airbnb.com/rooms/840050148834944722,20241129051305,2024-11-29,city scrape,"Comfy, chill and reliable.",,,https://a0.muscache.com/pictures/miso/Hosting-840050148834944722/original/ce8abee0-b683-4e88-92d7-6f05add71987.jpeg,503885013,https://www.airbnb.com/users/show/503885013,Nico,2023-03-04,"Buenos Aires, Argentina","Me pueden llamar Nico, dirÃ­a que soy un tipo tranquilo, chill, que le gusta viajar y explorar nuevos aromas y comidas xd, y acompaÃ±ado de un lindo paisaje nunca esta de mÃ¡s!",within a day,0.93,0.64,f,https://a0.muscache.com/im/pictures/user/5b46b3a8-0834-44de-be52-f24bc562cb80.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5b46b3a8-0834-44de-be52-f24bc562cb80.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Flores,,-34.6171790084771,-58.467534393254,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Clothing storage: wardrobe"", ""Wifi"", ""Essentials"", ""Free washer \u2013 In building"", ""Fire extinguisher"", ""Hair dryer"", ""Smoking allowed"", ""Cooking basics"", ""Host greets you"", ""Kitchen"", ""Elevator"", ""Smoke alarm"", ""Hangers"", ""Air conditioning"", ""Extra pillows and blankets"", ""Refrigerator"", ""Bidet"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Dedicated workspace"", ""TV"", ""Hot water"", ""Iron"", ""Radiant heating"", ""Shampoo"", ""Exterior security cameras on property"", ""Carbon monoxide alarm"", ""Bathtub"", ""Room-darkening shades"", ""Private patio or balcony"", ""Cleaning products""]",32304.0,3,365,3,3,365,365,3.0,365.0,,t,5,21,51,326,2024-11-29,7,3,0,2023-04-10,2024-03-14,5.0,5.0,5.0,4.71,5.0,4.86,4.86,,f,3,3,0,0,0.35
16661,840801547808311199,https://www.airbnb.com/rooms/840801547808311199,20241129051305,2024-11-29,city scrape,Cozy 1-bedroom apartment in the heart of V.Urquiza,"Cozy 1-bedroom in the heart of Villa Urquiza. Brand new apartment with all the comforts to make your stay perfect. <br /><br />Living room with integrated kitchen and cozy bedroom, both with direct access to a large balcony with excellent light.<br /><br />It has versatile beds, which can be assembled as a double bed or two beds, as required by the guest.",,https://a0.muscache.com/pictures/miso/Hosting-840801547808311199/original/45b18e34-dc37-4ea8-9af4-ed49c43c813e.jpeg,1403479,https://www.airbnb.com/users/show/1403479,Agustin,2011-11-13,"Buenos Aires, Argentina","Late 30s couple with 2 kids from Argentina. Have lived in Mexico, Brazil and the US. Easy going, love travelling and meeting new people / cultures.",within a day,0.6,0.33,f,https://a0.muscache.com/im/users/1403479/profile_pic/1321237733/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1403479/profile_pic/1321237733/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,,Villa Urquiza,,-34.5702183373471,-58.4870682656765,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""43 inch HDTV"", ""Coffee maker: pour-over coffee"", ""Hair dryer"", ""Free street parking"", ""Clothing storage: closet and wardrobe"", ""Cooking basics"", ""Kitchen"", ""Elevator"", ""Host greets you"", ""Hangers"", ""Microwave"", ""Extra pillows and blankets"", ""Ceiling fan"", ""Heating - split type ductless system"", ""City skyline view"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Iron"", ""AC - split type ductless system"", ""Gas stove"", ""Wine glasses"", ""Hot water kettle"", ""Single level home"", ""Samsung refrigerator"", ""Bathtub"", ""Room-darkening shades"", ""Private patio or balcony"", ""Dining table"", ""Toaster""]",31294.0,4,730,4,4,730,730,4.0,730.0,,t,7,37,67,342,2024-11-29,8,1,0,2023-04-11,2024-09-01,4.88,4.88,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.4
16664,841105870128587164,https://www.airbnb.com/rooms/841105870128587164,20241129051305,2024-11-30,city scrape,Toquar I,"Toquar I is located in CaÃ±itas. One of the most beautiful and safe in the Federal Capital. Just a few blocks from big shopping malls, bars, restaurants and shops in general. Walking outdoors is ideal because it is located just 200 meters from Av. Libertador and from there you can tour the area of the forests of Palermo and other emblematic sites such as the planetarium, Japanese garden, botanical garden, ecopark and even an open-air shopping",,https://a0.muscache.com/pictures/miso/Hosting-841105870128587164/original/333042df-c318-463c-bbba-d25bc5ebb893.jpeg,375394066,https://www.airbnb.com/users/show/375394066,Florencia,2020-11-12,,,within a day,1.0,0.0,f,https://a0.muscache.com/im/pictures/user/991f7ba3-a639-4511-849a-29204171fbe8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/991f7ba3-a639-4511-849a-29204171fbe8.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Palermo,,-34.5680789146872,-58.4310377692042,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Exterior security cameras on property"", ""Wifi"", ""Kitchen"", ""Building staff"", ""Self check-in"", ""Exercise equipment"", ""Outdoor dining area"", ""TV"", ""Air conditioning"", ""Coffee maker"", ""Backyard"", ""Washer"", ""Refrigerator"", ""Fire extinguisher""]",50475.0,5,365,5,5,365,365,5.0,365.0,,t,21,51,81,171,2024-11-30,0,0,0,,,,,,,,,,,f,1,1,0,0,
16675,841266720624621563,https://www.airbnb.com/rooms/841266720624621563,20241129051305,2024-11-30,city scrape,Excelente espacio en Palermo,"Dysta to stay in the heart of Palermo in an excellent two environments with a very nice balcony<br />The apartment is located near all the gastronomic poles of the Palermo neighborhood<br />Located next to a square, which brings a lot of brightness to the environments<br />It has a bedroom with a double bed and a dining room with a sofa, TV and dining space and/or work with a balcony exit<br /> Fully equipped kitchen with laundry room exit and full bathroom<br />Very good access to means of transport",,https://a0.muscache.com/pictures/miso/Hosting-841266720624621563/original/9d71bac2-f6e6-4028-865a-e4c4e475c649.jpeg,110156508,https://www.airbnb.com/users/show/110156508,Clara,2017-01-06,"Ramos MejÃ­a, Argentina",,within a day,1.0,0.0,f,https://a0.muscache.com/im/pictures/user/bba12e1c-226a-4ae5-86b6-8ac8feef538e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bba12e1c-226a-4ae5-86b6-8ac8feef538e.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,,Palermo,,-34.5894603262307,-58.426220063507,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""TV"", ""Air conditioning""]",40380.0,2,365,2,2,365,365,2.0,365.0,,t,0,0,0,237,2024-11-30,1,0,0,2023-04-20,2023-04-20,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,f,2,2,0,0,0.05
16722,842148981322342216,https://www.airbnb.com/rooms/842148981322342216,20241129051305,2024-11-30,city scrape,Departamento Laprida,Relax in this home where tranquility is breathed.,,https://a0.muscache.com/pictures/45419e5a-1ee3-4f7e-837e-5bd31e059458.jpg,504362039,https://www.airbnb.com/users/show/504362039,Micaela,2023-03-07,,,within a day,1.0,0.75,t,https://a0.muscache.com/im/pictures/user/User-504362039/original/204c6c94-3640-46a1-afb8-0b4890c77a15.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-504362039/original/204c6c94-3640-46a1-afb8-0b4890c77a15.jpeg?aki_policy=profile_x_medium,Barrio Norte,1,2,"['email', 'phone']",t,t,,Recoleta,,-34.58803,-58.39987,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,2.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Free washer \u2013 In unit"", ""Coffee"", ""Hair dryer"", ""Clothing storage: closet"", ""Cooking basics"", ""Host greets you"", ""Kitchen"", ""Elevator"", ""Body soap"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Extra pillows and blankets"", ""Refrigerator"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Heating"", ""Long term stays allowed"", ""Dedicated workspace"", ""TV"", ""Hot water"", ""Iron"", ""Paid parking off premises"", ""Wine glasses"", ""Shampoo"", ""Hot water kettle"", ""Bathtub"", ""Room-darkening shades"", ""Private patio or balcony"", ""Conditioner"", ""Dining table"", ""Blender"", ""Coffee maker"", ""Cleaning products"", ""Toaster""]",29275.0,2,365,2,2,365,365,2.0,365.0,,t,0,0,0,274,2024-11-30,14,7,0,2023-04-04,2024-07-26,4.93,4.93,4.93,5.0,5.0,4.93,4.79,,f,1,1,0,0,0.69
16726,842339740512589168,https://www.airbnb.com/rooms/842339740512589168,20241129051305,2024-11-29,city scrape,Ambiente sÃºper luminoso en NÃºÃ±ez,"Super well-lit and cheerful apartment in NÃºÃ±ez, fully equipped!<br /><br />It is a spacious loft-like atmosphere: integrated kitchen with dining table, living area and sleeping area (option of a double bed or two single beds) with TV. All decorated with a warm, modern and cheerful style.<br />Balcony with open view, ideal for toast at the end of the day.<br />Full bathroom.<br /><br />Â¡Pileta y Laundry available in the building!<br /><br />Phone service during your entire stay ;)",,https://a0.muscache.com/pictures/miso/Hosting-842339740512589168/original/df483208-3bf6-4d6f-bb89-abf99034acc8.jpeg,60369253,https://www.airbnb.com/users/show/60369253,Ine,2016-02-25,"Buenos Aires, Argentina",Hola! Somos una pareja de viajeros con una hija pequeÃ±a.,within a day,0.7,0.67,t,https://a0.muscache.com/im/pictures/user/67b55366-c145-4d96-b85c-a10854d87041.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/67b55366-c145-4d96-b85c-a10854d87041.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,,NuÃ±ez,,-34.5505639883579,-58.4537509618645,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Coffee"", ""Cleaning products"", ""Hair dryer"", ""Stove"", ""Cooking basics"", ""Baking sheet"", ""Kitchen"", ""Elevator"", ""Body soap"", ""Hangers"", ""Shared pool"", ""Air conditioning"", ""Washer"", ""Refrigerator"", ""Patio or balcony"", ""City skyline view"", ""Clothing storage"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Hot water kettle"", ""Single level home"", ""Bathtub"", ""Conditioner"", ""Coffee maker"", ""Shower gel"", ""Toaster""]",40380.0,2,365,2,2,365,365,2.0,365.0,,t,27,27,49,49,2024-11-29,17,7,0,2023-03-09,2024-10-16,4.94,4.94,4.94,5.0,5.0,5.0,4.94,,f,1,1,0,0,0.81
