,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
12578,689727272136850104,https://www.airbnb.com/rooms/689727272136850104,20241129051305,2024-11-30,city scrape,"Belgrano Loft. Camine a museos, parques y CafÃ©s.","Stay in a space where you will have an intimate experience with comforts, splendid location, decoration and architecture with a minimalist style. You can go to fashion stores, surrounded by attractions: cinemas, bars, restaurants and museums. That's what the proposal of staying at Belgrano Loft â€“ BA is all about.<br />Strategically located, the neighborhood combines residential and quiet air in the heart of Belgrano, meters from the Metrobus and Subway D, Belgrano ""C"" Train station, taxis and Access.","Located in the heart of the Belgrano neighborhood, a residential and safe area of the City of Buenos Aires. The apartment is located meters from the Metrobus with bus lines and subway D to travel throughout the city, and 5 blocks from the Mitre Train to reach Tigre in half an hour. <br />Spacious Monoambiente in front of Calle Mariscal Sucre, with access to a divided French balcony with iron and glass partition, which elegantly separates the living room from the bedroom. Designed with a comprehensive view of the space and functionality. Both spaces are unified by a neutral palette.<br />The accommodation has a kitchen equipped with fridge, electric turkey, coffee maker and toaster (all new), bathroom with shower (glass screen and curtain), + bidet. Living-dining room, table and four chairs, armchair, leather armchair and 2 TVs: 1 Smart 43"" with HD cable TV and WIFI, +Led 32"". Bedroom: queen size bed, placard, desk..",https://a0.muscache.com/pictures/miso/Hosting-689727272136850104/original/b0421e46-6567-4339-97af-b061c29f5b56.jpeg,442344333,https://www.airbnb.com/users/show/442344333,Cecilia,2022-01-27,,,within a few hours,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/a29e05dc-0c74-489e-9890-31fb5b75eb8f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a29e05dc-0c74-489e-9890-31fb5b75eb8f.jpg?aki_policy=profile_x_medium,,1,2,['phone'],t,t,"Belgrano, Buenos Aires, Argentina",Belgrano,,-34.5637720476687,-58.4546036395693,Entire loft,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Paid street parking off premises"", ""Fire extinguisher"", ""Hair dryer"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""Baking sheet"", ""First aid kit"", ""Kitchen"", ""Laundromat nearby"", ""Elevator"", ""ATMA oven"", ""Host greets you"", ""Smoke alarm"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Clothing storage: closet and dresser"", ""Extra pillows and blankets"", ""Refrigerator"", ""Dove o similar body soap"", ""Books and reading material"", ""Bidet"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""Window guards"", ""Dedicated workspace"", ""TV"", ""Hot water"", ""Wine glasses"", ""Hot water kettle"", ""Portable fans"", ""Carbon monoxide alarm"", ""Private entrance"", ""Coffee maker: drip coffee maker"", ""Room-darkening shades"", ""Dining table"", ""Cleaning products"", ""Toaster""]",35625.0,5,1125,5,5,1125,1125,5.0,1125.0,,t,5,26,53,328,2024-11-30,31,3,0,2022-08-30,2024-04-03,4.77,4.94,4.9,4.87,4.9,4.94,4.81,,f,1,1,0,0,1.13
12583,689851297534434423,https://www.airbnb.com/rooms/689851297534434423,20241129051305,2024-11-30,city scrape,Departamento Full Amenities en Torre de CategorÃ­a,"Beautiful two-room apartment in a full amenities tower. Located at the heart of the traditional San Telmo neighborhood, with unbeatable access to public and private transportation.","San Telmo is one of the best preserved areas within the always dynamic and ever-changing Buenos Aires and is characterized by its colonial cottages and streets, many of which continue to be  cobblestone.  <br /> <br />Temporary art galleries, late-night bars, and street murals lend the iconic San Telmo Neighborhood, Home to the Historic Center,  a bohemian and mystical atmosphere that makes it unique. <br /> <br />Filled with antique stores and rustic steakhouses, Defense Street cuts through Dorrego Square, which houses a flea market and street performers that attract tourists  from all over the world every Sunday. <br /> <br />In Lezama Park, trails wind around tall jacaranda trees and the Italian National Historical Museum. The neighborhood has many establishments that offer dinners with tango shows.<br /> <br />Among its main attractions are: Mercado de San Telmo, one of the oldest markets still standing in the city; the  <br />Plaza Dorrego, heart and main square of San Telmo and  ",https://a0.muscache.com/pictures/9a97f7b1-c6e4-42de-a570-6ac24f778a7e.jpg,264599290,https://www.airbnb.com/users/show/264599290,Cecilia,2019-05-27,"Buenos Aires, Argentina",,within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/ec13c521-482c-4c51-8759-206f40aef58a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ec13c521-482c-4c51-8759-206f40aef58a.jpg?aki_policy=profile_x_medium,Palermo Hollywood,11,12,"['email', 'phone']",t,t,"ABF, Buenos Aires, Argentina",Constitucion,,-34.62432,-58.37694,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Self check-in"", ""Coffee"", ""Fire extinguisher"", ""Sun loungers"", ""Hair dryer"", ""Free street parking"", ""Cooking basics"", ""Laundromat nearby"", ""First aid kit"", ""Kitchen"", ""Elevator"", ""Paid washer \u2013 In building"", ""Smoke alarm"", ""Body soap"", ""Hangers"", ""HDTV with Chromecast, Netflix, premium cable"", ""Microwave"", ""Air conditioning"", ""Extra pillows and blankets"", ""Refrigerator"", ""Clothing storage: dresser"", ""Books and reading material"", ""Heating - split type ductless system"", ""Paid dryer \u2013 In building"", ""Oven"", ""Bidet"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill"", ""Long term stays allowed"", ""Shared outdoor pool - available all year, open specific hours, lap pool"", ""Hot water"", ""Iron"", ""Wine glasses"", ""Shampoo"", ""Hot water kettle"", ""Shared sauna"", ""Bathtub"", ""Paid parking lot off premises"", ""Coffee maker: drip coffee maker"", ""Room-darkening shades"", ""Private patio or balcony"", ""Conditioner"", ""Building staff"", ""Dining table"", ""Cleaning products"", ""Shared gym in building"", ""Toaster""]",51918.0,3,365,3,3,365,365,3.0,365.0,,t,18,44,74,349,2024-11-30,69,21,1,2022-08-29,2024-11-02,4.96,4.94,4.93,4.94,4.99,4.74,4.88,,f,8,8,0,0,2.51
12649,694093886788230367,https://www.airbnb.com/rooms/694093886788230367,20241129051305,2024-11-30,city scrape,PALERMO APART BY ZAFIRO 4,"Beautiful quiet apartment, bright, privacy,  ample amenities that provide comfort and security. It is fully equipped with comfortable  double beds in the bedroom area and a sofa bed in the living room , cable TV, WIFI internet, fully equipped kitchen, microwave, coffee maker, ironing board, iron, washing machine, 2 bathroom bathroom with bidet, showers, bathtubs. Everything to make your stay more pleasant.","Bar area, restaurants, supermarkets, pharmacies and shopping high Palermo, shopping district arches at a short distance, Japanese garden, Forests of Palermos, US Embassy 1km away.",https://a0.muscache.com/pictures/miso/Hosting-694093886788230367/original/238727b9-97d0-4d7a-aecf-bd9ef2b16ab0.jpeg,329179483,https://www.airbnb.com/users/show/329179483,Federico,2020-01-19,"Miami, FL","Nos dedicamos a la actividad de la hospitalidad desde el aÃ±o 2017, nuestra experiencia nos permite brindar confort y buen descanso a cada uno de nuestros huÃ©spedes. Estamos siempre atentos a lo que cada uno necesita para tener una estadÃ­a especial.

Nuestros departamentos son Ãºnicos ya que comparten un diseÃ±o extraordinario, donde la calidad, buen gusto, la atenciÃ³n y el calor de hogar te hacen sentir como en casa. Tienen excelente ubicaciÃ³n en pleno corazÃ³n de Palermo. El mismo se encuentra a 1 cuadra de la Av. Santa Fe, cuentan con medios de transportes: colectivos y subte linea D, lo que le permite una fÃ¡cil movilidad por toda la ciudad. Zona de Bares, Restaurantes, Supermercados, Farmacias y el Shopping Alto Palermo, shopping distrito Arcos a poca distancia y Embajada de USA a 1km.",within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/8450a4e7-6a97-4e23-84a8-18209f0bd869.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8450a4e7-6a97-4e23-84a8-18209f0bd869.jpg?aki_policy=profile_x_medium,,8,9,"['email', 'phone', 'work_email']",t,t,"Palermo, Buenos Aires, Argentina",Palermo,,-34.5873422,-58.4153821,Entire rental unit,Entire home/apt,8,2.0,2 baths,3.0,7.0,"[""Exterior security cameras on property"", ""Host greets you"", ""Dishes and silverware"", ""Essentials"", ""Heating"", ""Private entrance"", ""Hangers"", ""Coffee maker"", ""Iron"", ""Refrigerator"", ""BBQ grill"", ""Shampoo"", ""Fire extinguisher"", ""Hair dryer""]",327075.0,1,365,2,4,365,365,3.7,365.0,,t,27,29,29,29,2024-11-30,12,1,0,2022-10-10,2023-12-31,4.83,4.83,5.0,4.92,4.92,4.83,5.0,,t,8,8,0,0,0.46
12669,694914094036022889,https://www.airbnb.com/rooms/694914094036022889,20241129051305,2024-11-30,city scrape,"Departamento 2 Ambientes, doble balcÃ³n en Palermo.","Apartment, very well located in a quiet area of Palermo Hollywood. It has a full kitchen integrated into  the living/dining room. In the living room you can see a large armchair bed, ideal for 2 people, smart tv and double balcony. Bedroom with double bed and walk in closet. Full bathroom. It has its own washing machine, utensils and furniture for 4 guests. Ideal for couples, families and friends. Documents will be requested from all guests for check-in",,https://a0.muscache.com/pictures/miso/Hosting-694914094036022889/original/ead92a22-89a7-44c2-bcd3-35c45cf3e1b3.jpeg,1028764,https://www.airbnb.com/users/show/1028764,Cecilia,2011-08-27,"Buenos Aires, Argentina","ComencÃ© en el 2018 alquilando mi departamento, y al dia de hoy sigo enamorada de esta plataforma.
Como administradora, mi objetivo es brindarte una estadÃ­a inolvidable en mis departamentos exclusivos para que tengas la mejor experiencia en la ciudad. AquÃ­ conoci a grandes personas que al dÃ­a de hoy son mis amigos, quizÃ¡s tu seas el proximo.",within an hour,0.98,0.9,f,https://a0.muscache.com/im/pictures/user/a33251f1-4fe5-4e38-bf83-8530b8c84df4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a33251f1-4fe5-4e38-bf83-8530b8c84df4.jpg?aki_policy=profile_x_medium,Palermo,51,188,['phone'],t,t,,Colegiales,,-34.56839,-58.45474,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Stainless steel oven"", ""Free washer \u2013 In unit"", ""Essentials"", ""Dryer"", ""Pets allowed"", ""Outdoor dining area"", ""Clothing storage: walk-in closet"", ""Portable air conditioning"", ""Stainless steel stove"", ""Fire extinguisher"", ""Hair dryer"", ""Free street parking"", ""Cooking basics"", ""Baking sheet"", ""Kitchen"", ""Laundromat nearby"", ""Elevator"", ""Body soap"", ""Hangers"", ""Microwave"", ""Extra pillows and blankets"", ""Crib"", ""Refrigerator"", ""Heating - split type ductless system"", ""Bidet"", ""Dishes and silverware"", ""Window guards"", ""Dedicated workspace"", ""Hot water"", ""Iron"", ""Paid parking off premises"", ""Wine glasses"", ""Hot water kettle"", ""Coffee maker: Keurig coffee machine"", ""Bathtub"", ""60 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Netflix, premium cable"", ""Room-darkening shades"", ""Private patio or balcony"", ""Dining table"", ""Toaster""]",69221.0,1,365,1,1,365,365,1.0,365.0,,t,25,55,85,359,2024-11-30,10,0,0,2022-08-23,2023-05-28,4.4,4.7,4.5,4.4,4.6,4.9,4.6,,f,38,38,0,0,0.36
12671,695067137960848532,https://www.airbnb.com/rooms/695067137960848532,20241129051305,2024-11-29,city scrape,"VII Amplio y moderno estudio, con balcÃ³n y Piscina","Modern studio apartment of 41 square meters, located on the border of Belgrano and Coghlan, on Monroe Avenue. A few blocks away is the Coghlan Train Station and numerous bus lines.",,https://a0.muscache.com/pictures/74ec6dd9-cffa-4fbc-bf00-9b293051611e.jpg,341350831,https://www.airbnb.com/users/show/341350831,Martin,2020-03-12,"Buenos Aires, Argentina",,within a few hours,1.0,0.98,t,https://a0.muscache.com/im/pictures/user/b385cc5c-1823-4d79-a048-a1348697621e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b385cc5c-1823-4d79-a048-a1348697621e.jpg?aki_policy=profile_x_medium,Belgrano Residencial,2,4,"['email', 'phone']",t,t,,Coghlan,,-34.5654282678311,-58.4716747328639,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""City skyline view"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm"", ""Shared pool"", ""Dedicated workspace"", ""TV"", ""Air conditioning"", ""Outdoor dining area"", ""Washer"", ""Refrigerator"", ""BBQ grill"", ""Patio or balcony"", ""Outdoor shower""]",21775.0,2,365,2,2,365,365,2.0,365.0,,t,10,36,66,66,2024-11-29,65,25,0,2022-11-06,2024-09-22,4.82,4.88,4.65,4.92,4.85,4.77,4.77,,f,2,2,0,0,2.58
12708,697122904688566596,https://www.airbnb.com/rooms/697122904688566596,20241129051305,2024-11-30,city scrape,"74 - Studio in Palermo Hollywood, Oro St.","If you're looking for an accommodation in a quiet but well-connected area, this studio on Calle Santa MarÃ­a de Oro is ideal for you. <br />In a neighborhood recognized for its gastronomic offerings, you'll find this apartment with its own patio to enjoy time in the sun in a quiet, peaceful building. <br />An ideal space for 1 to 2 people who want to tour the best of the city of Buenos Aires on foot or connecting with the best of â€œporteÃ±oâ€ public transport.<br />We look forward to seeing you!",,https://a0.muscache.com/pictures/miso/Hosting-697122904688566596/original/bb75784a-e8b8-4792-897c-b77995a09ca3.jpeg,48064803,https://www.airbnb.com/users/show/48064803,Federico,2015-11-03,Argentina,"Soy Fede Harrington. 
Ayudo a propietarios a administrar las reservas en sus casas y trabajo con un gran equipo que se ocupa de que la experiencia de los viajeros en Buenos Aires sea excelente.",within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/db06cb2c-022a-44c9-9cd9-63200d04338f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/db06cb2c-022a-44c9-9cd9-63200d04338f.jpg?aki_policy=profile_x_medium,Palermo,110,131,"['email', 'phone']",t,t,,Palermo,,-34.58557,-58.43032,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Bed linens"", ""Clothing storage: wardrobe"", ""Wifi"", ""Freezer"", ""Essentials"", ""Self check-in"", ""Coffee maker: Nespresso"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hair dryer"", ""Courtyard view"", ""Outdoor furniture"", ""Free street parking"", ""Cooking basics"", ""Baking sheet"", ""First aid kit"", ""Kitchen"", ""Laundromat nearby"", ""Elevator"", ""Lockbox"", ""Smoke alarm"", ""Body soap"", ""Hangers"", ""Whirpool refrigerator"", ""Books and reading material"", ""Bidet"", ""GE electric stove"", ""Dishes and silverware"", ""Private backyard \u2013 Not fully fenced"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Iron"", ""AC - split type ductless system"", ""Portable heater"", ""Hot water kettle"", ""Single level home"", ""Ethernet connection"", ""Babysitter recommendations"", ""Private patio or balcony"", ""40 inch HDTV with Amazon Prime Video, Netflix, premium cable"", ""Dining table"", ""Cleaning products"", ""Spar Franke stainless steel single oven"", ""Toaster""]",58409.0,1,365,1,3,1125,1125,1.9,1125.0,,t,26,56,86,361,2024-11-30,94,36,2,2022-09-13,2024-11-17,4.88,4.91,4.9,4.89,4.9,4.91,4.81,,f,81,81,0,0,3.48
12710,697152896341586418,https://www.airbnb.com/rooms/697152896341586418,20241129051305,2024-11-30,city scrape,"75 - Studio in Palermo Hollywood, Oro St.","If you're looking for an accommodation in a quiet but well-connected area, this studio on Calle Santa MarÃ­a de Oro is ideal for you. <br />In a neighborhood recognized for its gastronomic offer, you will find this apartment with its own balcony to enjoy time outdoors in a quiet and peaceful building. <br />An ideal space for 1 to 2 people who want to tour the best of the city of Buenos Aires on foot or connecting with the best of â€œporteÃ±oâ€ public transport.<br />We look forward to seeing you!",,https://a0.muscache.com/pictures/miso/Hosting-697152896341586418/original/20912ede-0163-403a-a9ff-63c36120fe4e.jpeg,48064803,https://www.airbnb.com/users/show/48064803,Federico,2015-11-03,Argentina,"Soy Fede Harrington. 
Ayudo a propietarios a administrar las reservas en sus casas y trabajo con un gran equipo que se ocupa de que la experiencia de los viajeros en Buenos Aires sea excelente.",within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/db06cb2c-022a-44c9-9cd9-63200d04338f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/db06cb2c-022a-44c9-9cd9-63200d04338f.jpg?aki_policy=profile_x_medium,Palermo,110,131,"['email', 'phone']",t,t,,Palermo,,-34.58588,-58.42951,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Self check-in"", ""Samsung induction stove"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hair dryer"", ""Clothing storage: closet"", ""Outdoor furniture"", ""Free street parking"", ""Cooking basics"", ""Laundromat nearby"", ""First aid kit"", ""Kitchen"", ""Elevator"", ""Lockbox"", ""Smoke alarm"", ""Body soap"", ""Hangers"", ""Microwave"", ""Whirpool refrigerator"", ""Heating - split type ductless system"", ""City skyline view"", ""Cleaning available during stay"", ""Bidet"", ""Dishes and silverware"", ""Long term stays allowed"", ""Window guards"", ""Dedicated workspace"", ""Hot water"", ""Iron"", ""AC - split type ductless system"", ""Luggage dropoff allowed"", ""Hot water kettle"", ""Single level home"", ""Babysitter recommendations"", ""Coffee maker: french press"", ""Private patio or balcony"", ""Dining table"", ""Cleaning products"", ""Toaster""]",50182.0,1,365,1,3,1125,1125,1.9,1125.0,,t,27,57,87,362,2024-11-30,80,38,1,2022-09-08,2024-11-08,4.8,4.94,4.88,4.83,4.89,4.9,4.75,,f,81,81,0,0,2.94
12726,697927237259245536,https://www.airbnb.com/rooms/697927237259245536,20241129051305,2024-11-30,city scrape,Moderno Depto Con La Mejor Vista de Buenos Aires,Relax in this unique and quiet apartment with 1 modern atmosphere in Palermo Chico. Balcony on the Front. Upper Floor. Spectacular View of Rio de la Plata and EcoParque fully renovated by architect.<br /><br />AC Split Frio Calor<br />Washing machine<br />UV filters on all windows<br />Bed for 2 people<br />Futon sofa very comfortable for 1 person<br />Armored Door<br />Calefacing by Losa Radiante<br />In front of the green lung of the EcoParque in the best area of the city meters from Avenida Las Heras and Libertador,Located in the best neighborhood of Buenos Aires within walking distance of the prettiest bars and restaurants in the city and very close to public transport and the forests of Palermo. Excellent neighborhood to walk and enjoy.,https://a0.muscache.com/pictures/miso/Hosting-697927237259245536/original/4b0afddb-424a-4774-a35b-c80bbc7b5073.jpeg,87617689,https://www.airbnb.com/users/show/87617689,Martin,2016-08-02,,Amante de los bienes raÃ­ces @gamarcirealestate,within an hour,0.94,0.99,t,https://a0.muscache.com/im/pictures/user/7582d531-13c9-468f-b6cb-1fc759e94261.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7582d531-13c9-468f-b6cb-1fc759e94261.jpg?aki_policy=profile_x_medium,Palermo,4,5,"['email', 'phone']",t,t,"Palermo, Buenos Aires, Argentina",Palermo,,-34.5792,-58.41502,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,2.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Keypad"", ""Self check-in"", ""Pets allowed"", ""Outdoor dining area"", ""Coffee"", ""Sun loungers"", ""Outdoor furniture"", ""Hair dryer"", ""Clothing storage: closet"", ""Free street parking"", ""Cooking basics"", ""Baking sheet"", ""First aid kit"", ""Kitchen"", ""Laundromat nearby"", ""Elevator"", ""Mosquito net"", ""Body soap"", ""Hangers"", ""Microwave"", ""Extra pillows and blankets"", ""Washer"", ""Refrigerator"", ""Heating - split type ductless system"", ""City skyline view"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Long term stays allowed"", ""Coffee maker: espresso machine"", ""Ariston y Peabody electric stove"", ""Dedicated workspace"", ""TV"", ""Hot water"", ""AC - split type ductless system"", ""Wine glasses"", ""Shampoo"", ""Radiant heating"", ""Hot water kettle"", ""Free dryer \u2013 In unit"", ""Single level home"", ""Paid parking lot off premises"", ""Park view"", ""Room-darkening shades"", ""Private patio or balcony"", ""Cleaning products"", ""River view"", ""Toaster""]",35332.0,2,365,2,2,1125,1125,2.0,1125.0,,t,7,24,54,54,2024-11-30,84,37,1,2022-10-04,2024-11-06,4.9,4.87,4.86,4.88,4.92,4.99,4.93,,t,3,3,0,0,3.19
12734,698429941322126128,https://www.airbnb.com/rooms/698429941322126128,20241129051305,2024-11-30,city scrape,Hermoso departamento zona del hospital italiano,"Have fun with the whole family at this modern space. Spacious and comfortable, with capacity for up to 4 people. Meters from the hospital.",,https://a0.muscache.com/pictures/hosting/Hosting-698429941322126128/original/17154be1-35c3-470d-b80e-a4365170ac36.jpeg,9058252,https://www.airbnb.com/users/show/9058252,Federico,2013-09-25,"Buenos Aires, Argentina",,within an hour,0.7,0.39,f,https://a0.muscache.com/im/pictures/user/07541838-3d16-4149-b4db-b8e6ddf74af0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/07541838-3d16-4149-b4db-b8e6ddf74af0.jpg?aki_policy=profile_x_medium,Palermo Hollywood,26,35,"['email', 'phone']",t,t,,Almagro,,-34.6052939,-58.4241797,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""First aid kit"", ""Wifi"", ""Kitchen"", ""Pets allowed"", ""TV"", ""Air conditioning"", ""Fire extinguisher""]",151131.0,2,365,2,2,365,365,2.0,365.0,,t,28,58,88,363,2024-11-30,8,1,0,2022-08-27,2024-04-08,4.75,4.75,4.13,4.88,4.88,4.63,4.63,,f,19,19,0,0,0.29
12770,699832235761447805,https://www.airbnb.com/rooms/699832235761447805,20241129051305,2024-11-30,city scrape,Hermoso departamento en Palermo,"Private room in three-room apartment, bright, in an easily accessible downtown area. park area including the botanical and Japanese garden a few blocks away. I and my cat live in another private room in the apartment. I am thirty years old and I am a professor of literature in secondary schools and at the University of Buenos Aires.",,https://a0.muscache.com/pictures/miso/Hosting-699832235761447805/original/3ce4eeea-93e1-43d7-8adc-c9676b247197.jpeg,476360213,https://www.airbnb.com/users/show/476360213,Federico,2022-08-23,"Buenos Aires, Argentina",,within a few hours,1.0,0.43,f,https://a0.muscache.com/im/pictures/user/User-476360213/original/fa55be81-3858-4080-9e11-7c4e847397cb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-476360213/original/fa55be81-3858-4080-9e11-7c4e847397cb.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Palermo,,-34.5801,-58.41009,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Bed linens"", ""Clothing storage: wardrobe"", ""Wifi"", ""Freezer"", ""Essentials"", ""Smoking allowed"", ""Cooking basics"", ""Kitchen"", ""Lock on bedroom door"", ""Washer"", ""Outdoor shower"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Heating"", ""Dedicated workspace"", ""Hot water"", ""Iron"", ""Bathtub"", ""Room-darkening shades"", ""Dining table"", ""Blender"", ""Coffee maker"", ""Cleaning products""]",21633.0,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,28,58,58,2024-11-30,7,0,0,2022-09-15,2023-11-10,5.0,5.0,4.86,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.26
12838,703774061835746031,https://www.airbnb.com/rooms/703774061835746031,20241129051305,2024-11-30,city scrape,Una estupenda habitaciÃ³n con patio y baÃ±o privado,"Enjoy the simplicity of this quiet and central accommodation, accompanied by a beautiful Tango air",,https://a0.muscache.com/pictures/miso/Hosting-703774061835746031/original/0021c1cf-6404-482f-b62a-eff28a30b8a4.jpeg,445466443,https://www.airbnb.com/users/show/445466443,Martin,2022-02-17,"Buenos Aires, Argentina",Soy un joven estudiante de la facultad de psicologÃ­a de la UBA ,within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/c94583be-c70d-45ca-9d27-9f632d4877ea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c94583be-c70d-45ca-9d27-9f632d4877ea.jpg?aki_policy=profile_x_medium,,3,3,['phone'],t,t,,Almagro,,-34.61121,-58.42533,Private room in home,Private room,2,2.0,2 baths,1.0,1.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Stainless steel oven"", ""Essentials"", ""Outdoor dining area"", ""Fire extinguisher"", ""Hair dryer"", ""Stove"", ""Cooking basics"", ""Host greets you"", ""Kitchen"", ""Body soap"", ""Hangers"", ""Lock on bedroom door"", ""Central heating"", ""Extra pillows and blankets"", ""Ceiling fan"", ""Refrigerator"", ""Clothing storage"", ""Dishes and silverware"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Iron"", ""Luggage dropoff allowed"", ""Portable fans"", ""Bathtub"", ""Dining table"", ""Cleaning products""]",16293.0,1,365,1,1,365,365,1.0,365.0,,t,12,36,60,332,2024-11-30,90,38,9,2022-09-11,2024-11-22,4.83,4.87,4.72,4.91,4.89,4.79,4.86,,f,3,0,3,0,3.33
12847,704218689192488227,https://www.airbnb.com/rooms/704218689192488227,20241129051305,2024-11-30,city scrape,Spacious brand new studio in Palermo Soho - SC5,Spacious Brand New Studio in Palermo Soho Located in a great area close to everywhere Smart TV 50' Comfortable queen size bed Keyless entrance door Full Kitchen Blackout,,https://a0.muscache.com/pictures/miso/Hosting-593432226328499515/original/0be07142-c734-41ce-bf77-882af30b5ab0.jpeg,1409800,https://www.airbnb.com/users/show/1409800,Marian,2011-11-15,"Buenos Aires, Argentina","I'm a young entrepreneur who enjoys the pleasures of life. As a lawyer, artist, writer, scuba dive Instructor, snowboarder, I am driven by my curiosity and restless spirit that took me all around the world, to experience the cordiality and fellowship of many other cultures, that led me to venture into the lodging business, focused in hospitality and premium services; based on my own experiences and all the common expectations that people like me experienced when we are thrown into the adventure of traveling._x000D_
 ",within an hour,0.96,0.99,,https://a0.muscache.com/im/pictures/user/User-1409800/original/11f59c0c-f9db-48da-ba9c-72573e19d3c9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-1409800/original/11f59c0c-f9db-48da-ba9c-72573e19d3c9.jpeg?aki_policy=profile_x_medium,Palermo,93,180,"['email', 'phone']",t,t,,Palermo,,-34.59202,-58.42463,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Cooking basics"", ""Wifi"", ""Kitchen"", ""Heating"", ""Exercise equipment"", ""Dedicated workspace"", ""TV"", ""Air conditioning"", ""Iron"", ""Hair dryer""]",69221.0,2,365,1,2,365,365,2.0,365.0,,t,6,23,53,328,2024-11-30,67,37,2,2023-01-13,2024-11-19,4.75,4.78,4.7,4.48,4.58,4.95,4.73,,t,48,40,8,0,2.92
